Username,Password,Registration_Date,Num_of_Art_Edited,First_Name,Last_Name,Salt
C\CRv!OZWLQq&cM,$ZjGbTB/jvziPfV*G,2/14/1979,0,Hicogxgdpmhew,Wfkbdibjmi,4:37:7
wg$auviR$%/uyv/JIQqj#nyD$J,rWKWZC$DhXhH!WSz@\u,4/13/1954,145,Pykowovbv,Cgpqhwjfn,18:55:33
/&nn^JgjYYUqHPv,VuP/POvbD!ZAL$vJ@LTW!f\,4/16/1961,174,Dkywugttsptkatg,Dxxuwug,1:40:40
regzFrq\$P#/,^BqsVNoc!M/$C@$&\I/\\E*^&rJv,8/8/1993,10,Urxyblaf,Skyoieos,4:36:1
^LBSQv$#/M$C\\@ZX%@,Opl&BhlIw^N^@\,4/24/1986,60,Yswyxwwa,Asjvce,22:13:58
&AHEA\byGC%\^S!x%zT/,J*Sxunvohs@Jiy%zQ@Y\S,11/4/1966,82,Gxfynfyylcgomhp,Byigky,2:39:39
mm%zgt%%^kr&D@kD$&q#GEeRJ*uxTs,Bt#RE#^qrrkxiOZpHE,3/28/1980,3,Adyekamrlhmvfgt,Nxcblapmtywil,13:7:29
#iiMsMWH,x#MzHdVI/q*Rr*gS*wO&n/nfz/%,1/14/1970,151,Hnjubipws,Hufgakkxti,8:29:9
#!bE*Zf/TTh,$B%#@Xo!&^Qrh#CVq,2/10/1952,34,Zlqynt,Jsemyygjbti,21:54:47
Phgisp$@CKv\t$mYXv&#ikVa@VA,EA&RDzy!vb&h,3/31/1954,0,Zyonrlt,Dqgjoypaju,6:43:54
an/#cmG&f*Dhvp*A#co%K&SPI,zQu^F&fw/tm@w\W%Wnz@q,12/11/1971,132,Mrmnyxngh,Giafdvgbikpd,8:33:29
O!DQZcIV%b%,XW&!kz$gZ^,9/26/1976,146,Rkaisijfqg,Bgwxpdsrwhopt,19:21:53
w&SsJS!e!/xrOiz^ed&,!SXspT\UII#lhO&n,6/13/1955,0,Joxthrdpodrx,Jsylhvdhrlao,2:9:10
N#CqGyYzd@L,\Cl&wOOsG%vme,8/5/1952,134,Pckokxryrm,Dqxdyuva,4:47:8
PHt%Y*&S$@@\Av%Jh\@!Ya,%Ol@Pk!BL,12/18/1988,0,Dwikybbiomf,Bseohw,15:46:17
X&\N!@xR%jUnQbn,Wt^&oWdq,9/4/1977,21,Imojmwsia,Xquesgwdku,8:3:30
^lP%T\fmN$MstV/$!czm#xjou,qicNydN\#P,8/19/1963,0,Inudqhr,Fdyytw,19:49:12
^*Y&vaH&qcn@p#QYF^RQGA,WQF^T&X*msmfI!w^Ng\Q$nhn&AEl,1/19/1980,103,Ovyucouccaef,Jxpbcoojhdtg,16:54:30
Qs/ja&b$%qi!hem!Bc,wTL\tK%O,5/2/1970,54,Huwmqisteai,Brpavhfav,1:10:8
VaKaR^!,Bj&@TFJ&Y$*,7/5/1997,64,Ioihmnujuyuslki,Rjkwitcxxbcoyqp,23:25:39
ATt\PN@!D^&#%DNa*VIa%^l*lW/p*,%I&q!phNbIud$y^NylJVcUg#\Ucw,2/11/1954,53,Zucrsijkbmx,Mkqdxdvm,1:58:43
x@%KjQqT&fCO\,tS@DN@@x@c^z,12/18/1988,20,Ensxcmehlr,Cjlxdhqbvxcpk,19:8:38
fjS#V^$/%%ntK!pjjDO@b&iqj,aqXdDPY&\Y\iD*\bHoL/,6/27/1969,41,Ydpyfebbislrrg,Duswiu,8:28:29
ceRhoVK%FmjR$u&^vP^mR*&#Y#o@,EgF/j&#Y^HYT/&g/$\,10/9/1968,4,Kbjvdxdjggr,Rljauwgafymr,3:18:31
af#u,*J@tO#&*yDxCjNPm$U#W@W#@\NR,9/28/1986,12,Vdpssnrj,Jknondiox,0:21:2
tMk/lA$fIUkD!#st,U^fk$dIk^HX,12/14/1986,71,Higxixq,Ibrohqdeiioerna,13:38:56
hEbx@ID@,E^%V@kr/SO&kmG%m\&s#JJMfX#E!t,4/30/1977,71,Srjefmiqallsv,Koptrufssxxcs,9:50:25
kBDSS%F\#\fxqtl*$@oq&ab!/CX%t,hgmJ\u/K^M#DO/@%WkKh,9/16/1981,48,Sqaxsfv,Ihqixrpeutpigip,8:47:3
W&@!\oQ,@yPl@n$cbZDSSzQ@&n/,12/21/1979,9,Nnunwhhtt,Jjaqro,17:25:58
!^*!Rmpyia,rzfCti\j/sbvWwOG$$I,3/4/1979,0,Itppwlx,Hapjgxmvpeddm,18:10:43
V#D\,%/akqAe\/xvW/Xh%f#DmXB#,12/27/1990,0,Ijoesoujt,Oqjpmd,17:24:3
G^J%siqGwKjOC/APRsu&jkz\QReDb,Beb$CJ/PEqQ\,4/15/1965,0,Wfdbednmcxopdf,Qgttdumtnomscmy,11:0:25
BblBF!LQ&,uSMa/F%*!%*crSo%LOQBJ/L,9/19/1977,0,Oghvllvtlx,Jpydkgjsgsxh,23:1:52
^$/G\z/\,Xw*eZdv&%snT%gr$e,11/6/1975,50,Ckddbevbyble,Hnqcxaibvydt,12:9:18
yYgj%J!B@$YFIp@D#Jz!Xro,Al$@/z!Bgij$Vh%elhhsu*vk!,2/11/1991,4,Qobfdkhgwesk,Burfwbq,21:56:54
OW@dX#A!j&!b%!nv@^Y,%LzM^%e$DmhA*UpmQJq%!*iRM$$@/,9/23/1980,9,Bkuqigsavq,Lfrhmcwfhdjanof,0:10:37
t!\&EnLc/T,@sR*V!$a,6/23/1950,0,Lheldpiysj,Wbqkvsjua,0:6:45
v&fyg#Hm#p,TTTY*^NpRDX*y$q^jP*z!m,4/7/1974,7,Ygwccp,Sgwnhyiqubmxvjo,4:41:48
Pw$&p^jjnHL#Ju^C!!*@TrZ!K,\FRLRK&$b$rYD,7/6/1954,11,Gvlgrx,Criyiteckfnfm,12:58:23
C*\/nBt@OU#ey*,^$Pftv%CE,10/3/1961,0,Gcskepvddk,Scbagmvgvrcboix,16:7:22
yzbpBL*\OUXH,Uu$nklPo@Wx#Qs/\Ys*,9/19/1981,24,Fpdbaoj,Awedlujpci,10:13:39
*XJY$dtnae,Xv#HVW%s#%Y\l#/v^,8/12/1970,88,Xiljwmwjkugick,Ekrjsyunttg,6:50:19
!jjgIbTr#*KJDp^*CM#\@fb,qR$$/LZXgGVR%SA@Rgf@m!j%is$@,5/20/1961,38,Yrkinnjg,Jfulrpqi,5:16:3
hhN\/z,p$LMo\@jwflQ/^GE@$R%pc,10/7/1970,17,Tplgswpoiykijqq,Fvlhhjaqyfvk,14:11:16
o\&$D,M*X/xtFfd&%,5/31/1960,133,Ilifiujbkk,Ttfooonpiap,9:42:25
U/qsfXFJ**k^\xR!c#Oft$E%oz,%AoWL#uWVRK$HHeNt&@eoL%*,1/1/1977,50,Vewhxbgurjnx,Dqkaolypvsmw,10:30:45
%p/MRmOp\!@@Vn\Zv!guhJA,QrhLP*#&&yZD$Z^Vt%x&%#y^,8/31/1977,0,Bknnskyxskwp,Zaiqcnmns,10:32:23
@TR*S,W%@ksbyv&k$SMblT^HDvO#*\Li!\F&,12/7/1983,0,Rbkmyjiyw,Zhqpwhfjwqaky,22:52:51
SDZJx!nG!Gc#*Ky#LNC*F!av/oiPS,Q$Ce&ayT/Eru&Rr,4/1/1990,0,Fognefa,Cdrvlusawriegn,14:39:6
&@e/@@e%lu^gCTEwMU%BZcW,BClYbq$BgACqvq#k,8/20/1999,34,Wkukogemks,Acwgcelmytihcb,3:57:4
^Q*EMZZ&Z/&QFV!,FC%FLZ^%K!%q&%,5/27/1953,0,Jcjjruru,Qncafu,1:24:56
**XEP/,it\%#qk^!Hro%rg&a%c,4/14/1991,131,Dosikbhkawpfbbp,Ltuwwysyrgxbx,19:24:1
w%fGn@*#ewCOtA,d%LgO!!hTRPJKJEZ!xR\,6/28/1960,45,Zyxrkgnb,Xcvaejrejogofb,16:22:24
\j^gnzBSVzp#,z@r!*FXSQXz#zsRcL#O!q/#,5/12/1989,2,Mrhmmismwemeh,Iqrgsgliry,23:31:7
MOEGDI%@%EoY^/@nXDxD@^,*uLr\jLD#R\BW%E$sxP*@Pr*,10/28/1992,95,Xcbwlccmm,Gklfipkwudje,9:4:38
GDl\g^Slu!V,y/gq!Xy\&lhm*W&!FB*,5/22/1993,149,Txhyxfkeyrjla,Taiapa,19:30:21
st#J\!D$QkG,F/ESbDfL\pVbbTP^y!QDfih,3/19/1981,4,Bhwqyvbop,Pyvnkoftaev,23:40:53
@xUy%NdM\$avjsVa@!&%zHoP%,Z\Z#*k\$zxALR@tX!,10/2/1981,39,Nikwnqpsfbli,Mqmweictmehv,2:45:45
K/OpE^!/IgtE/#KeS/U/%r,@&PJXrCm/D^\,6/29/1960,0,Xyxmsfyighbiwsn,Rotaaenqrtnmbpx,0:22:15
OdA%tiAp\&zez&C^Ah,TC^iW!WsXdQXz&!EudoMawwpu/Kl/,12/9/1959,11,Gbhixbllfa,Rjqnxwald,19:41:33
X&HccuhU*rmud*T$R/%%!@Mma,V\P#DT^&a,5/11/1995,51,Hjutvuesjylvnxt,Zywyqe,10:27:55
eD$p@%$$vr#,U&S^a\hojz#L/&f&\@!Dw,10/5/1978,87,Fjmtdhkhehub,Kbxrlus,0:3:37
YH&ulheE!y/j#^*w,^cdp$$l^SD\p@H\!!dA,12/18/1953,16,Mrmhyecdpggnqj,Spkadiitnfc,23:8:34
\@al*zRpoSCd,l#%#QX^&CC\qIwyM!UE@FTf^wfW@sb,5/16/1985,124,Wbdsndqs,Wxsccr,12:46:10
/pCKkQz*hF$\HiuU,zSNl#c*@&N!^by*!qj#sSc#@!,4/7/1962,5,Yhmaofqbpci,Jyefttl,22:30:52
#*^^#B!caT\@^aY/bsy,#\v@GSZzO^#f\/r%kmSR@%K\#%Ts^,7/3/1959,125,Tydwykpunen,Lniqhedplthi,23:25:16
Z\bD,z&&xApPAf%Sa\%xrlukQTn^GY/!^,3/7/1987,84,Kgvacdlqmtaoedr,Hkycgfgvv,18:24:3
!@FFuSYRCg\!a^@#Ji,\dW\*m&g#o#x,7/11/1970,49,Bwotbeoaqwg,Shbacjsrgcjiws,2:34:31
\P&C^@ldb,Ug%yP!jT\fxiD/%\AsVIh!f,4/17/1959,31,Giudaggcput,Fsxlnrphrtaei,5:33:9
$&Zt*u%qKEyfsF^\Hq$SX&v%Wc#k%G,hQEtGKzhPZ#*oV&%$qvVjsh,11/11/1995,50,Ntcpuaaqs,Erponcqlv,0:37:38
&DdnN/$$,u!znH\vvetU\%U\fS,5/1/1960,13,Toussngby,Ilhoymaylqfwp,23:18:42
cbRJy,!EaMtf!*YSDG,3/28/1999,104,Jvheptbcqadbin,Eqyiudrpv,10:54:43
F$haD*y#x!&/*%nb/@L&jUb/WPIqD,\JmHl^LsWq,1/4/1979,38,Cwvdjpug,Qdcwgpsy,0:4:42
%@%%slu\jQyoF\&se#q^ydGX!gt,%UW^f#vfj/&n$\!aK%*e/bL%yr#j,4/15/1986,89,Fourgoic,Uesgokqqth,16:41:37
&TFaizgS@,JQ@*qF%gO%#^^/E$z#D\\^ubgmCemn,10/16/1962,117,Drgfqpodqi,Uvwfccgqve,10:0:50
S\NT!%&Pkl,NJklKxZiFSuG@xTfnPSMXbURn$,11/26/1986,118,Beepcixuxas,Oeugwnbvsxwwy,1:38:50
%@Z!^$&aa\oD*,Al$*cxRr@GfPoP^ayAD,11/16/1995,45,Jnrobsl,Inxvwnuuj,18:36:25
#@z%wJ&H!l,nd&%JuM#nZ&#@*eUZxruJ!hUy^&OaX,4/20/1977,57,Qqjjxyhdbhqj,Tapabugohxamh,2:39:55
Pl!^wZ#@/K\y,QX&/C$g%/m!%W$W//A//q^hJ*,3/9/1984,102,Tvptldwemq,Qkbxdvpnvap,7:55:17
O\/KG\N%N$Z$Q#GwlXSCeyz%um,zQ\zx#rhAhDn/z!zXOO,10/20/1957,0,Igfojd,Mpvtncgbih,21:4:40
Ntt^&C&&R*p!^qVT*tP\%&Uo*$xOU,wIl^$$t%NMwnVJc!^P\Rv/,2/11/1958,30,Jcaofvyuw,Mtaxgjjnx,0:24:36
%J%\/am/,If!PbU^H,9/22/1967,82,Rwmmwglqtk,Bsnifypbofu,4:57:37
&F#ZPBERY/NQ$^*S$fnQDLK,GP/@/kWj,7/19/1989,2,Itjdoatqcqshcl,Eerbuxhipvsuohh,11:1:7
kt#KJqaCkNz&StfyW%Z&IPaj&FYz,O\H^y%t&oz!WvhCs@%R,11/15/1970,46,Xcyhivhne,Lblbyuuvhvpqkp,3:10:29
WN!/SuY&oD/tdh#t,!/#h&BMZsj@\kcuiCDX**\sZ@#o*,3/20/1966,84,Npojbhwulori,Ieefnxreqhhtr,20:45:2
va\DQ#@*tOSdwV^//XGvDJe,#I@iJuc@q!sa%%!^*tBih/,11/2/1950,134,Rjawvtximtyrbjn,Ihjxvswlmyjojbs,17:52:10
BlO^PvnY\P$Nax!cbJkfhZX,%!ig#peK^tJZxwN@!ZO%%rPlm\\ws,3/8/1965,25,Vpmgjcpknhxxaaq,Tpjbxied,10:41:53
DJIYcxAFUV^oTH,VYAD\!z$$&Dcr@$lM,11/3/1968,0,Olmlcnskjww,Jhabhoglsu,10:31:41
X#%gIg&m^%hxR$IG%,%HB^\^^k\r%#vQsQw$zcqvz%,1/6/1970,179,Axullukd,Pjmptdax,2:20:17
^R#M$,^%/D%myU\pv#TaChh$%XhDGV,7/25/1956,14,Qndeeynftbqbnrf,Hpamrouolyflcte,8:32:41
%@z#,OYH@^VQ#^n/i!$bFk,5/18/1973,12,Dknseutotlwe,Tlsjlcrjnhatvhy,23:36:12
geb!ei^/^m\*Grqe&^*^V\MxhM\,#HVa^T^T\^xP$q$n%*nu$G,6/29/1961,145,Goejmhwodkpe,Imrpkxni,11:31:31
oAiP%Nd,D!!^H#PO\/\\#l/QL*/U&N,4/13/1986,141,Tdsxeuptg,Vlvewrset,8:13:30
/XNMT%#U,@q/zNtl\s^sOi*Rg!NguXc@Mk*/,4/6/1990,0,Ussqptlgvgxlic,Gmeoqxcsoplvst,22:18:29
e/H@,e#JcTwGtR%@Ufj%JF$g!gX@*,10/13/1964,56,Mtxnct,Ljcndofcermfgde,10:33:47
CC^BDY,#V^%vm\Axxa#Q*K@cIav!gloAKy%%e,5/1/1966,0,Voihvcrbfwevkxj,Lmantbqhbfbmn,12:57:7
*VBCgajK,^\$YkJzqqa!,3/21/1998,11,Oeajlvpjndekv,Drpctv,13:58:18
k&*mteGSbzU#^A,Jjii#x@ON#o!j%NaG#O*WG&V,3/27/1964,0,Vdwurjtuanguc,Zotvlaimsnss,1:45:15
^\fnJ@vzglrClmqKk,$*!b/@yzCQNgJXNi^QzR,1/21/1999,117,Gxakisbtqj,Xmutxtqer,17:0:47
%nd^,^xbX&EdGLyfzBhvVX&%#kDV&pH,4/2/1976,78,Hodbnhuy,Zyfvadn,23:5:23
K/pcfn&@w/sQJ\!\Pmf%eJmw\Vj%,#BOjHN*yLC\^H!*,4/20/1967,60,Epattn,Cggldfwsjbr,5:13:6
ANkZlboPqLYB\%RwxM%Ygk\wK@,bk$#pevu$%&!B*V,1/30/1985,63,Sanuibhrl,Txtndeagujmehix,8:38:7
&Z&^dlvJ&,G///\$%&%&UNyRC!A%MO,9/26/1956,73,Hhuydgumguauym,Myrfsepapjnxq,22:49:52
if#/L#pl#^X&bcFx#N*ReqHGDmB*,\$@UnZhzr#APk&WWNFUtfttw$k,7/8/1964,67,Zodnfmkwmd,Ymiqoqisguwbg,19:39:0
WPfaZYic@$*x^vmi#,vHg&%sschyi,4/30/1997,21,Hfhylqt,Fwrpwsrutgk,17:57:42
ABjz^JE,X^x^izH\NWI*ew&w,7/7/1958,119,Dqlabwxtwujlvdv,Lcuvffvvhmvigc,5:47:35
/HHQ&%&%$$^\BtWOXJxo^VL,F@%OU%vKP!jqoiTMURY,7/19/1961,80,Mxieppsx,Luptornweoi,19:42:41
/x#o$ZxB*&^H$@!*^L@SnTl#,uMl\tMjXU%*,6/14/1993,0,Rogjwcqmcmeg,Foqlioyswxc,20:54:5
YwwA&DLw,dxqg^MJ#s*@\a,2/18/1972,47,Lmpqhowcn,Gybxwvm,23:16:1
RUT*#x,HXZesX@l@^\CD*,1/10/1973,1,Mkwptaqrvpkwd,Juahieel,0:10:9
p#^\\%^/pxm#k\,C$ObNlhTlk\zHdR!*KJjL@D,1/6/1976,74,Skardufvrsq,Ieewxing,16:22:50
JExpS^t*$o^OLFUE#&P$,@Vk$gJaUL#qk/^Y#gPcMoyLGT@@%^#,4/11/1969,4,Udahfk,Hafldspdyp,7:25:13
^Z$Okbu*iF&SRvX,dNrFJ!MQO/s#Vjit@EmO,5/25/1961,41,Evfswtkogdms,Voxjbpofmc,3:57:44
rEycaGB^M&QOh,Jj#AVQ$rzs\&Xrc#x/,8/19/1991,0,Xfurispps,Harfwics,9:24:58
y*R\Xr@d\y!f%RMQkS&@N@kYxK%$,\*k/\WRemuyIH**/r@@dh\sM%B,11/20/1986,114,Rttxqjlnyjebxml,Fpeiduqrp,9:47:21
j*@^b*yLYrF@tPn^%/L*bj&rpU,yX\m^Fsh*twiypmJ!wm,7/10/1998,67,Kqyofiaau,Tuonurnpgst,3:28:46
/N&/um$a@WVsFvj/R@#,igQvqOPTViqD#DnHI,8/16/1963,39,Sejjsvcqnfep,Zxaeghtcd,10:1:7
$*AUQ!,xKHog*Jsn^#bw^J*lxCZpDY^gh*F,1/22/1971,8,Gwavpaspbuojf,Ixdkspgwfxb,9:54:49
PJ^&A*&T,LHP/!bj^R#H,4/30/1999,68,Ixiadnimtxprc,Mgscxayon,18:40:45
bp%D*zn/k%^hsQ!JcZ,@ht$J/^@MSO%K@*&NSpdH,11/13/1974,24,Ecpbqti,Eoododw,16:40:44
UzO\IlGJ,gzYLq!gHGW*g%&Zw$B#P,5/7/1983,28,Mrkpxy,Ciarfy,3:21:43
woekh/Ea#or/nck,F&@/\Fbu$/$#DZXzcn$!HW,9/27/1994,62,Tmaogwts,Qcdhebxrtkvigev,23:51:26
knpIjnrXK^$/zYL/^@,/\\$#FRlbV%^jX!/A$$r\DzS,7/16/1953,0,Tglyaexl,Rdbjpxktj,23:53:3
MDkq^,#e&Xi@\^f#%^V/%jzIlf!$s!gh$SLR,5/17/1995,54,Uyfaysllnhgbb,Grmwaoceuu,6:51:14
ytymKY/h\h*$KN\M%^$wr#,B$\@C!X/mhHF,12/19/1998,113,Rmaqwtweqsw,Elptkfyohigiew,13:37:39
sDG\@r#\YzG!l/!n,KgwPL!!^&SkturjKh\r#//Ek\qq&y,11/18/1952,141,Aurjebkshohs,Nomudspd,6:15:10
#Ntdz@&\dINqhxF$X!#/q,^yPmw&ddOdtfuqwBxsB&^xnu,12/11/1968,117,Sojftshdsfhf,Qmqofprlsjronln,22:24:25
iI!$v^&Qz/Y/JT\*$Pl,B%OZw#Y$#Qsx/ROd#U%JCqP,1/27/1963,0,Jktjrfff,Zkyydvqygiqvvdp,21:22:53
MjBFV\lkY,^FUVnxobV!u&Ab%WjS%@#Kp@^t/n,11/9/1970,83,Wwqprryukxlhp,Uooidumw,13:8:0
cOI/,QeBTiI@ii*!*FB^gfOv$%i,4/8/1964,88,Hnanvyjfg,Kuxset,19:24:54
b/^TsNXQT*/BSpFgp\!fEN,MO//OSJIUA$HqSE&T$#,9/6/1970,88,Ofqasmbtui,Femngcghwsdbr,7:31:5
zG*%tD#rVy@Xsk\Ojjy!%%@\^zC*H,*t#!VtgLxu#sfYo,10/6/1972,43,Xrtbwsnlrddjacx,Tpvawwdrsrk,11:50:45
hctQ*PkAUu@%ZXS,%SC*wxvi&yu/%%SY,9/6/1987,53,Hjmikhscqbtdfc,Cpkuuyalwvhji,18:26:41
#Vu@xgJxAp@\#uS%LqAmSQb\Yzo,&bSQz^BX$I\e\\@GiDBie/Uz*VnG,9/24/1962,69,Jhkyypaskknkf,Aytlgyy,17:11:30
Nc\VdQNNHUtd^#/@/\Dh*,A!@YF%\V^PZv$vSvuQ\TBY%*yQv,12/8/1968,48,Xugrgaclixocvlq,Qpkdjxfcx,13:26:40
%F%@N$K*GC^ACg$/sn/\BmgE!/&a!,lx@k@&&nJ&$g^UVX,3/14/1957,0,Fghmngiicacydiv,Klpsequisv,5:9:23
WloD&j$IG!KXDw,@ztP%&#ES*\qDXMrV%R*/@!E\*geIj,1/3/1971,82,Qqmwhamka,Shervdyfuwqs,20:36:6
fEd^NXa*vvgFmmdH\R%,FB#^FQQ#!HeSL/&*T^V^,10/14/1990,0,Hgjrasnxnhjw,Semmqn,21:37:44
Hg&$B@klzm!Wn^B,/E\CsOSZK,5/26/1952,81,Okfgvvqrmoo,Tualsvvflgx,19:47:37
TCb!/!!*/!TNq&tvh\ufE/&GIS,#$\LPF&KV#$gRF#S//@dEtWhD,11/15/1982,172,Mhvubcugidrkidg,Hahinpmoeylqura,11:4:44
a%h!KynMj&ZnTkNu,rV*$z@O*edocGi$&%P@i%,4/17/1978,13,Soalqxuuy,Jnkjghfra,11:38:39
a%IM/qNq@fH\R&Fkn#RV*!k,Vmr$^NEK,6/16/1987,26,Nosljabwl,Djuidgxkuqsy,3:19:55
$Imf/S!^#bf!!S\O,wW/yE#YzvjCnEw&mk&dsMhXQ*t,8/23/1973,58,Atqntvynf,Djwgfxkwenuxeh,6:1:58
XVCQA#y*pb&SkhFb^B\N//*/GT,\D!L@tFp!XisZPO#&#K!L^hELT@,7/8/1951,0,Gkhjykrtsaumiev,Felganwlryeuxq,11:41:11
WMFrA!&qKyjr#l,EO&W#*tqn$oG/*R*FfO&GDO,3/23/1998,54,Syhavdejjjn,Igrusinwpluu,8:11:8
pPu^L/oPHlWYyOE*T\IMKRmDX,%#gnm^&h^/dVIjZy,10/24/1974,68,Ykxdiidpdxv,Nkmuqsax,19:38:59
n%uVySYsgq&yB,x/\MDAfO/*IkPF*L#A#i,1/2/1955,57,Ceiyntxichdwc,Soaxvhtcch,2:1:54
%tn#oJf%L&u!t^%F$%fk&ub#,xHEiiQ\K^GE#%vPn!z%ebq/x&kweD,7/23/1985,68,Jklgsir,Zuqndan,9:37:8
iJ*yn^,F/T%b\/gW,8/28/1982,17,Welhsyviluxx,Ohhsdkrsqrmtn,17:56:13
iVMb%u!P%at/b\vAE%\!@!o!cz^f,V&!WIvl&yptVw/NQUrn^/zP#@,3/29/1961,7,Kwfktgc,Mneywfl,22:46:6
@K$dCDPbEL#\^GndFd*YG,/Ow\\XDs!sy!xQTBzt,8/4/1964,5,Jyujttnuovdty,Qqgtiisnlj,21:53:59
Q^*R&\#n%Tk@!PBwFy,NneTDuPs\PX*she&D*@S,2/6/1992,17,Ihabllubbdijhk,Fiplmkkce,22:55:17
ULSAY*@RRBAFr*kRiuVk,&@TQq$*Do/ck!,12/11/1976,88,Wsedhvqabmcggm,Zqxpqisi,1:56:46
E&Pni^AtQn*FU/#&Ft&$,yCLi$z%fr!mNPRW!\ElXe*rc,12/17/1995,80,Fdnsnom,Ohlxlmuujy,3:44:2
%bfNtnb%y/#@&&wCgAJQ/EBt\,$xLZR!@@^pL!*/VCSu$E*x*z\d^,12/6/1982,39,Gohbxhceryadgl,Mlsopxgkynd,20:0:34
b^/hfpyfq/eagFbeg$d&GDU,Q$vNEKIbO#aQgUIkoVOn,4/12/1964,3,Ndegutslwtukm,Bgrqajpfyhd,2:32:51
\N#wnh^odwJk&ECvCx$j!FQY!,$#S%&h#q@TOR*Ia/*VuC%&z!%D^,8/22/1962,45,Drfrmtopok,Kwsvnpuvyckdgvr,19:32:9
DY%W/q/@Ra*zyNEhJSoKDTQr*,\A^cuveVDDGjENsHfM!L,4/14/1993,126,Teakyvyfu,Kugfxcchw,1:39:28
G/a%*eBNd^rvsOeYB%#oCYEJ/w#,%#&@@bTwQ/vm&K&lAvqbL,1/2/1963,0,Yintvqxap,Xhxkqlekhjhgfb,0:16:40
a&iqiwC\VH,l#t$%Ex\JKXfdxE*t/espDgmF,5/1/1985,5,Yaahbvapktkvaqp,Dvcmxhduajopasy,5:4:30
*RZQl#S$PN,opyX!g%f$EC^x\,9/25/1984,0,Nhyydnhidrft,Hebeybwb,6:4:21
Yh*Zd#G^/zj#,\JIuIVLn%*wsE*#cFfXJ*^TPiF/oyN,3/5/1964,18,Qhjtadhfqrb,Rrydjwgybk,23:45:55
j$^\#!\wjxJSrw\v,ciZKXw^Wn\DswI#xNvhePKb*,1/29/1950,5,Iygkwevdceu,Etvvtxofr,4:27:32
\e&jE#I@kCM^d$o$\%,KufTDZ!qwDBz,4/7/1962,44,Qmomwenwfgdr,Vqljjpcfo,8:18:56
EWmW$ZdESG^*@/K,j@*JNR@/!\E$mD#wLIp#*W,3/11/1967,166,Tepyjgietses,Fiauhxrx,6:17:32
FDFk/$cEUzF$B,Zmi%gYuG\#v$ZeRZf@GIv,1/8/1976,34,Gjpqeolg,Xqsbikfyqlnwyjf,7:1:2
Ap!gh,uXGCik*Nsm!\jOC/!^,12/20/1960,52,Psqjxkvowd,Rcadvfovpv,17:14:1
MUbAAaHbE/,t!iyGy^h,9/5/1986,58,Luskukqsem,Zqyyqqhdg,21:31:20
$TKi#C*\evlNl*/@,aTxgPCX/@h@fkX%a\NCT$Do,10/29/1954,0,Ousebwvlhifpsv,Ioivbb,10:13:56
ECVwVa/n/LK$!!GtdgIt!qQ$Oq%JQr,a$j@JMyEAj/m%t!EG$fVJT$On#sNnr,3/12/1968,0,Svbbqilunv,Gkklxp,10:52:36
x!\/&!BP^&\%A!\e^!aCCxlf,@XzK%^*G,5/12/1971,76,Ffycdvyqp,Ztkdrl,22:20:37
a!Lub&@rP,uiIdmDZ&r&L\W#PzMt,7/5/1994,97,Ewpgpdybegcga,Efukmktrk,1:48:49
j^CzoM,E^\QeB\F$V#I*Fn$p&Hb/w/USh,2/21/1961,14,Xaqocplsd,Qsbdeupcqxmfwq,10:27:13
GWrc\bBEfL@n%$mtnwx#X^TXF\,sGKqfrt%gDGj!y\#P,8/21/1975,0,Rfdjedneoin,Ksieomm,7:33:51
Yzz#GaVPuy@#/%oAu%K#Dj#pg!AI!J,&%W!ou\/$uic$iGA$,11/29/1967,51,Njgfkynep,Ybxgqpddqhqj,22:1:9
%@Ysx$e!EMzD,Bg&kKf$Qtl$Ly*#\kMv\I/@$&h&#&g,6/12/1971,82,Zukofiinkctee,Qtwrckkudeomr,0:39:7
$%E&cm*OH\/S&FPxC%be@cq,NHC%lduFqKHrfDLfV,3/15/1977,13,Zuesrbqdytcb,Gdgppcqxbjq,16:57:29
FdH!l/A,/q!n!zdA#/ae!v,11/14/1970,50,Cjsnpwqg,Jpijugiyjbt,23:20:23
OOpTbfbOPS&L&M@/\&ciqwE,OF\Gh*$C&i$!&\G$DIwTUSFWZ\G,6/16/1993,28,Qoveuxp,Ygahsavmkt,20:29:9
!MYkAkmQUG/mchvRQX,b!l&@&es!!AqGAI%EC&Iy&&,3/13/1998,122,Bjrwukvys,Pksaoidbab,14:5:23
\#*Alv\TE\CN@EjpAwYf,@FOi*O/^G,12/30/1989,0,Natipk,Vnngymxbcoryn,14:37:57
fX/vB,tv*^@$Z@V#FgzZ%F$GVj,2/9/1979,19,Oqtvuayen,Anuoepdyluqc,10:32:56
g!k!\d%&KZ,v*W/!XfMPdKxP$BKO,3/30/1960,51,Asiwyndrb,Tquxwiwedyohspq,19:7:37
pC/iee,&&#!&YHZ*XI/UX$%^DI,5/7/1984,10,Desuhrto,Ggvnagf,4:20:33
n^QDcfhK@t*#c\@P/Xs&HYz&f$SUFH,e@ib%Bwt!!%Ah\t&ssRw$Ee,5/21/1972,50,Yewvrceex,Eewduhgbstf,11:24:11
mcEPqWB/$%%AFo\\H*afwIAbD,\Atyy^%U*GJB$dCY%m%^G^Z&AInk,10/21/1950,122,Ujgyjrffaevtsm,Raahttpcemdklgi,7:33:15
